customer_id,open_date,gender,age,married,number_of_dependents,satisfaction_score,customer_status,cltv,number_of_referrals,tenure_in_months,offer,phone_service,multiple_lines,internet_service,internet_type,online_security,online_backup,device_protection_plan,premium_tech_support,streaming_tv,streaming_movies,contract,payment_method,monthly_charge,total_revenue,churn_category,churn_date,churn_reason
6789-HJBWG,2024-08-06,Female,20,No,0,3,Stayed,5007,0,12,Offer D,Yes,No,Yes,DSL,No,Yes,No,No,No,No,Month-to-Month,Bank Withdrawal,49.4,907.33,,,
0668-OGMHD,2023-11-06,Female,20,Yes,0,4,Stayed,3766,8,21,Offer D,No,No,Yes,DSL,Yes,No,No,No,No,No,Month-to-Month,Bank Withdrawal,28.5,629.35,,,
9968-FFVVH,2020-05-25,Male,20,No,0,3,Stayed,5082,0,63,No Offer,Yes,Yes,Yes,Cable,Yes,Yes,Yes,Yes,No,No,One Year,Bank Withdrawal,68.8,6528.66,,,
7690-KPNCU,2020-04-03,Male,20,Yes,0,3,Stayed,4515,5,64,Offer B,Yes,No,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One Year,Credit Card,73.05,6393.61,,,
6416-YJTTB,2024-09-03,Male,20,No,0,4,Stayed,2278,0,11,Offer D,Yes,No,Yes,Fiber Optic,Yes,No,Yes,No,No,No,Month-to-Month,Bank Withdrawal,79.5,888.93,,,
5035-BVCXS,2024-09-24,Male,20,No,0,4,Stayed,4278,0,11,No Offer,Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,No,Month-to-Month,Credit Card,75.9,1015.45,,,
2351-RRBUE,2025-01-26,Female,20,Yes,0,4,Stayed,3575,2,7,Offer E,Yes,No,No,,No,No,No,No,No,No,One Year,Mailed Check,20.65,425.53,,,
1171-TYKUR,2021-09-06,Male,20,Yes,0,3,Stayed,3159,1,47,No Offer,Yes,Yes,No,,No,No,No,No,No,No,Month-to-Month,Bank Withdrawal,25.4,1612.49,,,
8158-WPEZG,2024-09-17,Male,20,No,0,4,Stayed,4986,0,11,No Offer,No,No,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-Month,Bank Withdrawal,35.65,425.1,,,
2243-FNMMI,2023-12-11,Male,20,No,0,3,Stayed,4958,0,20,Offer D,Yes,No,No,,No,No,No,No,No,No,Month-to-Month,Credit Card,19.4,1035.8,,,
2474-LCNUE,2023-09-04,Female,20,Yes,0,5,Stayed,2590,5,23,Offer D,Yes,Yes,Yes,Cable,No,No,No,Yes,Yes,Yes,Month-to-Month,Credit Card,73.65,1976.94,,,
1839-UMACK,2022-02-01,Male,20,No,0,5,Stayed,3756,0,42,No Offer,Yes,Yes,No,,No,No,No,No,No,No,One Year,Bank Withdrawal,25.05,2110.73,,,
5356-CSVSQ,2025-05-21,Female,20,No,0,5,Joined,5277,0,3,No Offer,Yes,Yes,Yes,Cable,No,No,No,Yes,Yes,No,Month-to-Month,Bank Withdrawal,64.6,297.17,,,
9720-JJJOR,2022-03-02,Male,20,Yes,0,3,Stayed,4565,8,41,No Offer,Yes,No,Yes,DSL,Yes,Yes,Yes,No,No,No,One Year,Bank Withdrawal,60.3,2610.93,,,
1226-JZNKR,2024-12-16,Female,20,Yes,0,4,Stayed,5698,1,8,Offer E,Yes,No,No,,No,No,No,No,No,No,One Year,Bank Withdrawal,19.8,387.01,,,
9668-PUGNU,2019-09-05,Male,20,Yes,0,4,Stayed,4058,9,71,No Offer,Yes,Yes,No,,No,No,No,No,No,No,Two Year,Bank Withdrawal,24.5,4100.98,,,
3547-LQRIK,2021-09-22,Female,20,Yes,0,4,Stayed,2382,7,47,No Offer,Yes,Yes,No,,No,No,No,No,No,No,One Year,Bank Withdrawal,26.9,1799.81,,,
1194-SPVSP,2025-07-26,Male,20,No,0,3,Joined,3625,0,1,No Offer,Yes,No,No,,No,No,No,No,No,No,Month-to-Month,Bank Withdrawal,19.65,47.53,,,
4016-BJKTZ,2023-07-17,Female,20,No,0,4,Stayed,4398,0,25,Offer C,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Two Year,Bank Withdrawal,108.9,3617.3,,,
6484-LATFU,2019-12-01,Male,20,No,0,3,Stayed,6042,0,68,No Offer,Yes,Yes,No,,No,No,No,No,No,No,Two Year,Credit Card,24.55,2054.52,,,
6295-OSINB,2019-08-22,Male,20,Yes,0,4,Stayed,6181,2,72,Offer A,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Two Year,Bank Withdrawal,109.65,8386.33,,,
8512-WIWYV,2022-12-21,Male,20,No,0,5,Stayed,2433,0,32,No Offer,Yes,No,No,,No,No,No,No,No,No,One Year,Credit Card,20.35,1884.46,,,
7901-HXJVA,2024-06-12,Male,20,No,0,4,Stayed,2292,0,14,No Offer,Yes,No,Yes,Fiber Optic,No,No,Yes,No,No,No,Month-to-Month,Bank Withdrawal,76.45,1375.99,,,
2603-HVKCG,2023-01-19,Male,20,No,0,4,Stayed,2025,0,31,Offer C,Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Month-to-Month,Bank Withdrawal,101.4,3744.43,,,
1640-PLFMP,2025-07-24,Female,20,No,0,4,Joined,4063,0,1,No Offer,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,Month-to-Month,Bank Withdrawal,70.25,90.3,,,
4558-CGYCZ,2025-04-09,Male,20,No,0,3,Stayed,4987,0,4,No Offer,Yes,No,No,,No,No,No,No,No,No,Month-to-Month,Credit Card,19.75,246.06,,,
9987-LUTYD,2024-07-15,Female,20,No,0,4,Stayed,3161,0,13,Offer D,Yes,No,Yes,DSL,Yes,No,No,Yes,No,No,One Year,Credit Card,55.15,1349.74,,,
7244-QWYHG,2021-06-02,Male,20,Yes,0,4,Stayed,5363,3,50,Offer B,No,No,Yes,DSL,Yes,No,No,Yes,Yes,No,One Year,Bank Withdrawal,44.45,2188.45,,,
9822-WMWVG,2022-03-03,Female,20,No,0,4,Stayed,4434,0,41,No Offer,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-Month,Bank Withdrawal,106.5,5787.1,,,
0412-UCCNP,2021-01-04,Male,20,No,0,3,Stayed,5162,0,55,No Offer,Yes,No,Yes,DSL,Yes,No,Yes,Yes,No,No,Two Year,Bank Withdrawal,59.2,3851.25,,,
3537-HPKQT,2021-01-17,Female,20,Yes,0,3,Stayed,4621,3,55,No Offer,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,Month-to-Month,Credit Card,77.75,5556.15,,,
2386-OWURY,2020-10-07,Female,20,No,0,4,Stayed,6460,0,58,No Offer,Yes,No,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,95.3,7879.6,,,
9732-EQMWY,2021-07-08,Female,20,Yes,0,4,Stayed,4725,1,49,No Offer,Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Month-to-Month,Bank Withdrawal,99.4,5642.11,,,
2167-FQSTQ,2019-08-24,Female,20,Yes,0,3,Stayed,5527,8,72,No Offer,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Bank Withdrawal,92.4,9632.5,,,
8212-CRQXP,2023-10-08,Female,20,Yes,0,3,Stayed,2640,1,22,No Offer,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,No,Month-to-Month,Credit Card,80.0,2748.65,,,
0103-CSITQ,2020-11-12,Female,20,Yes,0,5,Stayed,6026,10,57,Offer B,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,One Year,Bank Withdrawal,109.4,6709.27,,,
1852-XEMDW,2023-10-16,Male,20,No,0,4,Stayed,4709,0,22,Offer D,Yes,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-Month,Credit Card,65.05,2400.71,,,
6116-RFVHN,2022-10-13,Female,20,Yes,0,5,Stayed,3744,10,34,Offer C,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Month-to-Month,Bank Withdrawal,100.45,4614.51,,,
9200-NLNPD,2020-12-13,Male,20,Yes,0,4,Stayed,6445,10,56,No Offer,No,No,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One Year,Bank Withdrawal,54.05,2999.8,,,
3720-DBRWL,2021-05-02,Male,20,Yes,0,3,Stayed,5703,5,51,Offer B,Yes,No,Yes,Cable,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Credit Card,83.85,4658.49,,,
9070-BCKQP,2019-08-16,Female,20,Yes,0,3,Stayed,4498,5,72,Offer A,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Two Year,Credit Card,110.15,9587.6,,,
0674-GCDXG,2020-05-14,Male,20,No,0,4,Stayed,5816,0,63,Offer B,Yes,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two Year,Bank Withdrawal,71.9,7162.37,,,
0068-FIGTF,2023-05-07,Female,20,No,0,3,Stayed,2297,0,27,Offer C,Yes,No,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One Year,Credit Card,78.2,3399.52,,,
2325-NBPZG,2025-05-11,Female,20,No,0,3,Joined,5125,0,3,No Offer,Yes,No,Yes,Fiber Optic,Yes,No,No,No,No,No,Month-to-Month,Bank Withdrawal,74.55,263.95,,,
9691-HKOVS,2021-01-15,Female,20,Yes,0,3,Stayed,4712,8,55,Offer B,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Bank Withdrawal,90.15,7527.25,,,
0690-SRQID,2025-04-03,Male,20,No,0,3,Stayed,4925,0,4,Offer E,Yes,No,No,,No,No,No,No,No,No,Month-to-Month,Credit Card,19.65,140.67,,,
5438-QMDDL,2024-01-19,Female,20,Yes,0,3,Stayed,3652,3,19,No Offer,Yes,No,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-Month,Credit Card,59.8,1288.55,,,
3422-GALYP,2025-06-23,Male,20,No,0,4,Joined,2657,0,2,Offer E,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,Month-to-Month,Bank Withdrawal,79.45,202.37,,,
6603-QWSPR,2021-10-23,Female,20,No,0,4,Stayed,4190,0,46,Offer B,Yes,No,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Two Year,Bank Withdrawal,104.4,5173.76,,,
9853-JFZDU,2022-09-25,Female,20,Yes,0,4,Stayed,3102,7,35,No Offer,Yes,No,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-Month,Bank Withdrawal,56.85,2588.75,,,
9529-OFXHY,2024-05-06,Male,20,No,0,3,Stayed,5415,0,15,No Offer,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,No,Month-to-Month,Bank Withdrawal,87.75,1449.2,,,
6728-VOIFY,2020-05-01,Female,20,Yes,0,3,Stayed,5016,5,63,Offer B,Yes,No,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,One Year,Bank Withdrawal,96.0,7431.88,,,
9979-RGMZT,2025-01-23,Female,20,No,0,3,Stayed,5545,0,7,Offer E,Yes,No,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,One Year,Credit Card,94.05,888.88,,,
7895-VONWT,2023-07-12,Female,20,No,0,5,Stayed,4284,0,25,Offer C,No,No,Yes,Cable,No,No,Yes,No,Yes,Yes,Month-to-Month,Bank Withdrawal,48.25,1293.8,,,
5022-KVDQT,2023-05-07,Male,20,No,0,5,Stayed,5158,0,27,No Offer,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,No,No,Month-to-Month,Bank Withdrawal,81.3,3061.64,,,
5297-MDOIR,2020-05-19,Female,20,Yes,0,4,Stayed,5294,7,63,Offer B,Yes,No,Yes,Fiber Optic,Yes,No,Yes,No,No,No,One Year,Credit Card,81.15,7398.63,,,
4190-MFLUW,2024-10-09,Female,21,Yes,0,1,Churned,5925,6,10,No Offer,Yes,No,Yes,Cable,No,No,Yes,Yes,No,No,Month-to-Month,Credit Card,55.2,622.45,Competitor,2025-08-12,Competitor made better offer
6390-DSAZX,2025-07-09,Female,21,No,0,1,Churned,2565,0,1,No Offer,Yes,No,Yes,Fiber Optic,Yes,No,No,No,No,No,Month-to-Month,Credit Card,73.6,79.79,Competitor,2025-08-11,Competitor made better offer
0880-TKATG,2025-04-23,Male,21,Yes,0,1,Churned,4417,3,4,Offer E,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Month-to-Month,Bank Withdrawal,101.15,424.14,Competitor,2025-08-24,Competitor had better devices
3104-OWCGK,2020-08-17,Male,21,Yes,0,3,Churned,4111,1,60,Offer B,Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,Yes,No,One Year,Bank Withdrawal,90.95,7448.4,Other,2025-08-17,Moved
3027-ZTDHO,2025-07-14,Male,21,No,0,1,Churned,5951,0,1,Offer E,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Month-to-Month,Bank Withdrawal,89.9,122.75,Other,2025-08-14,Don't know
9448-REEVD,2025-07-26,Male,21,Yes,0,3,Churned,3700,1,1,No Offer,Yes,No,Yes,DSL,No,No,No,No,No,No,Month-to-Month,Credit Card,44.7,76.78,Other,2025-08-27,Don't know
0376-YMCJC,2023-09-12,Male,21,No,0,2,Churned,4359,0,23,No Offer,Yes,Yes,Yes,Cable,No,No,No,Yes,Yes,No,Month-to-Month,Bank Withdrawal,90.6,2828.34,Competitor,2025-08-17,Competitor offered higher download speeds
8824-RWFXJ,2025-05-04,Male,21,Yes,0,1,Churned,2539,1,3,Offer E,Yes,No,Yes,Cable,No,Yes,Yes,No,No,No,Month-to-Month,Mailed Check,56.15,256.02,Competitor,2025-08-04,Competitor had better devices
9851-QXEEQ,2022-03-23,Male,21,No,0,1,Churned,3316,0,41,No Offer,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Month-to-Month,Bank Withdrawal,104.7,6303.74,Competitor,2025-08-26,Competitor had better devices
2929-QNSRW,2020-12-11,Female,21,Yes,0,1,Churned,4886,1,56,No Offer,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,One Year,Bank Withdrawal,98.25,6731.31,Competitor,2025-08-16,Competitor made better offer
3143-ILDAL,2020-12-23,Male,21,No,0,3,Churned,4830,0,56,No Offer,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,No,Yes,Month-to-Month,Bank Withdrawal,94.45,6547.56,Attitude,2025-08-23,Attitude of support person
3753-TSEMP,2024-05-20,Female,21,Yes,0,1,Churned,2524,1,15,No Offer,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Month-to-Month,Bank Withdrawal,88.15,1574.65,Dissatisfaction,2025-08-22,Product dissatisfaction
3870-MQAMG,2021-02-06,Female,21,Yes,0,1,Churned,6189,1,54,Offer B,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,One Year,Bank Withdrawal,110.35,6010.87,Competitor,2025-08-11,Competitor had better devices
5028-GZLDO,2025-06-20,Male,21,No,0,1,Churned,5317,0,2,No Offer,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,Month-to-Month,Credit Card,70.7,212.82,Dissatisfaction,2025-08-21,Service dissatisfaction
6877-TJMBR,2025-07-13,Male,21,Yes,0,3,Churned,2627,1,1,Offer E,Yes,No,Yes,Fiber Optic,No,No,No,Yes,Yes,No,Month-to-Month,Bank Withdrawal,84.8,122.63,Dissatisfaction,2025-08-16,Network reliability
6769-DCQLI,2021-04-08,Male,21,No,0,2,Churned,4630,0,52,No Offer,Yes,No,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,One Year,Bank Withdrawal,105.0,7989.93,Other,2025-08-10,Don't know
8348-HFYIV,2025-06-26,Male,21,No,0,3,Churned,5775,0,2,Offer E,No,No,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-Month,Bank Withdrawal,49.25,90.35,Dissatisfaction,2025-08-29,Limited range of services
0516-WJVXC,2025-03-12,Female,21,No,0,1,Churned,5476,0,5,No Offer,Yes,No,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-Month,Bank Withdrawal,54.2,326.3,Dissatisfaction,2025-08-16,Network reliability
4817-VYYWS,2023-02-20,Female,21,No,0,1,Churned,3598,0,30,Offer C,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Month-to-Month,Bank Withdrawal,100.2,3335.7,Dissatisfaction,2025-08-23,Service dissatisfaction
2565-JSLRY,2025-07-21,Male,21,No,0,2,Churned,3162,0,1,No Offer,Yes,Yes,No,,No,No,No,No,No,No,Month-to-Month,Mailed Check,24.05,44.31,Price,2025-08-24,Price too high
7239-HZZCX,2025-07-22,Male,21,No,0,3,Churned,4851,0,1,No Offer,Yes,No,No,,No,No,No,No,No,No,Month-to-Month,Credit Card,19.75,49.08,Competitor,2025-08-24,Competitor made better offer
4088-YLDSU,2021-01-22,Male,21,Yes,0,1,Churned,4369,1,55,Offer B,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,One Year,Bank Withdrawal,104.15,6326.6,Competitor,2025-08-26,Competitor had better devices
7434-SHXLS,2025-07-06,Female,21,No,0,3,Churned,5421,0,1,Offer E,Yes,No,No,,No,No,No,No,No,No,Month-to-Month,Mailed Check,20.9,36.63,Competitor,2025-08-07,Competitor made better offer
3540-RZJYU,2024-05-18,Female,21,No,0,1,Churned,5829,0,15,No Offer,Yes,No,Yes,Fiber Optic,Yes,No,No,No,Yes,No,Month-to-Month,Bank Withdrawal,86.2,1670.65,Dissatisfaction,2025-08-20,Lack of self-service on Website
1565-RHDJD,2025-04-22,Female,21,No,0,3,Churned,5552,0,4,No Offer,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,No,Month-to-Month,Bank Withdrawal,84.05,500.43,Competitor,2025-08-26,Competitor offered higher download speeds
0947-IDHRQ,2025-01-15,Female,21,No,0,2,Churned,3949,0,7,No Offer,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,No,Month-to-Month,Mailed Check,80.3,811.17,Competitor,2025-08-18,Competitor made better offer
3049-SOLAY,2025-05-08,Female,21,Yes,0,1,Churned,4176,5,3,No Offer,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Month-to-Month,Bank Withdrawal,95.2,382.63,Competitor,2025-08-11,Competitor made better offer
1984-FCOWB,2019-10-21,Female,21,Yes,0,2,Churned,4191,1,70,Offer A,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,One Year,Bank Withdrawal,109.5,10756.15,Attitude,2025-08-22,Attitude of service provider
6108-OQZDQ,2025-04-19,Female,21,Yes,0,3,Churned,2570,4,4,Offer E,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Month-to-Month,Bank Withdrawal,97.95,424.42,Attitude,2025-08-20,Attitude of service provider
7951-QKZPL,2022-11-10,Female,21,Yes,0,3,Churned,5194,1,33,No Offer,Yes,Yes,No,,No,No,No,No,No,No,Two Year,Credit Card,24.5,1870.48,Price,2025-08-15,Long distance charges
1555-DJEQW,2019-10-15,Female,21,Yes,0,1,Churned,5947,1,70,Offer A,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Bank Withdrawal,114.2,8849.96,Price,2025-08-20,Price too high
4523-WXCEF,2020-09-12,Female,21,Yes,0,2,Churned,4160,4,59,Offer B,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Month-to-Month,Bank Withdrawal,101.1,6584.47,Dissatisfaction,2025-08-12,Service dissatisfaction
2810-FTLEM,2024-04-19,Female,21,No,0,2,Churned,4254,0,16,No Offer,Yes,No,Yes,DSL,Yes,No,No,No,No,No,Month-to-Month,Bank Withdrawal,50.15,990.41,Competitor,2025-08-22,Competitor offered higher download speeds
7469-LKBCI,2024-04-20,Male,21,No,0,3,Stayed,4726,0,16,Offer D,Yes,No,No,,No,No,No,No,No,No,Two Year,Credit Card,18.95,848.72,,,
2907-ILJBN,2024-09-02,Female,21,Yes,0,3,Stayed,4047,7,11,No Offer,Yes,No,No,,No,No,No,No,No,No,One Year,Credit Card,20.6,255.02,,,
5973-EJGDP,2021-05-06,Male,21,No,0,5,Stayed,4899,0,51,Offer B,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,No,No,Month-to-Month,Bank Withdrawal,87.35,4550.01,,,
6048-NJXHX,2022-03-03,Male,21,Yes,0,4,Stayed,2011,1,41,Offer B,Yes,No,No,,No,No,No,No,No,No,Two Year,Bank Withdrawal,19.75,2353.31,,,
8535-SFUTN,2020-07-26,Male,21,No,0,3,Stayed,4842,0,61,Offer B,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Month-to-Month,Bank Withdrawal,106.45,8499.2,,,
5839-SUYVZ,2024-04-09,Male,21,No,0,3,Stayed,2893,0,16,No Offer,Yes,No,Yes,Fiber Optic,No,No,No,Yes,No,No,Month-to-Month,Credit Card,74.55,1783.62,,,
5575-TPIZQ,2021-10-10,Male,21,No,0,3,Stayed,5593,0,46,Offer B,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,No,Month-to-Month,Credit Card,89.15,5982.05,,,
3234-VKACU,2025-06-06,Male,21,No,0,3,Joined,4799,0,2,No Offer,Yes,No,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,70.3,179.44,,,
1459-QNFQT,2019-10-22,Male,21,Yes,0,4,Stayed,4031,7,70,Offer A,No,No,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two Year,Bank Withdrawal,59.5,4121.08,,,
3522-CDKHF,2022-12-09,Female,21,Yes,0,3,Stayed,3131,6,32,Offer C,Yes,No,Yes,Fiber Optic,Yes,No,No,No,No,No,Month-to-Month,Bank Withdrawal,75.5,2942.3,,,
5562-BETPV,2025-07-07,Male,21,Yes,0,3,Joined,2539,1,1,Offer E,Yes,No,No,,No,No,No,No,No,No,One Year,Mailed Check,19.65,43.06,,,
3916-NRPAP,2025-05-15,Male,21,No,0,5,Joined,5806,0,3,Offer E,Yes,No,Yes,Fiber Optic,No,No,Yes,No,No,Yes,Month-to-Month,Credit Card,85.7,346.27,,,
9068-VPWQQ,2020-07-15,Male,21,Yes,0,4,Stayed,6466,10,61,No Offer,Yes,Yes,Yes,Cable,Yes,No,Yes,Yes,No,Yes,Two Year,Credit Card,75.35,6486.1,,,
0114-RSRRW,2024-10-26,Female,21,Yes,0,4,Stayed,3831,9,10,Offer D,Yes,No,No,,No,No,No,No,No,No,Month-to-Month,Bank Withdrawal,19.95,683.75,,,
2625-TRCZQ,2021-05-24,Female,21,Yes,0,3,Stayed,5528,0,51,Offer B,No,No,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-Month,Bank Withdrawal,49.65,2553.35,,,
1934-MKPXS,2022-11-17,Male,21,Yes,0,5,Stayed,3636,3,33,No Offer,Yes,No,No,,No,No,No,No,No,No,One Year,Credit Card,20.1,2249.76,,,
6510-UPNKS,2023-09-21,Female,21,No,0,3,Stayed,4402,0,23,No Offer,Yes,Yes,No,,No,No,No,No,No,No,One Year,Credit Card,24.8,1622.06,,,
8605-ITULD,2025-07-10,Female,21,No,0,3,Joined,5750,0,1,No Offer,Yes,No,No,,No,No,No,No,No,No,Month-to-Month,Credit Card,19.55,24.65,,,
4163-KIUHY,2022-09-07,Male,21,No,0,4,Stayed,2980,0,35,No Offer,Yes,Yes,No,,No,No,No,No,No,No,Month-to-Month,Bank Withdrawal,25.6,2295.65,,,
5405-ZMYXQ,2024-12-17,Female,21,No,0,5,Stayed,2142,0,8,Offer E,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,Month-to-Month,Credit Card,74.6,559.14,,,
6435-SRWBJ,2025-03-19,Female,21,No,0,4,Stayed,5269,0,5,Offer E,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,No,No,Month-to-Month,Bank Withdrawal,82.75,566.45,,,
3946-JEWRQ,2021-09-01,Male,21,Yes,0,5,Stayed,4977,1,47,No Offer,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,One Year,Credit Card,95.2,5626.71,,,
3511-APPBJ,2023-09-01,Male,21,No,0,3,Stayed,3515,0,23,No Offer,Yes,No,Yes,Fiber Optic,Yes,No,Yes,No,Yes,Yes,One Year,Credit Card,99.95,3257.37,,,
0602-DDUML,2020-11-14,Female,21,No,0,3,Stayed,4487,0,57,No Offer,Yes,No,Yes,Cable,No,Yes,Yes,Yes,Yes,No,Two Year,Mailed Check,69.75,5954.38,,,
9993-LHIEB,2020-01-02,Male,21,Yes,0,3,Stayed,4792,5,67,Offer A,Yes,No,Yes,Cable,Yes,No,Yes,Yes,No,Yes,Two Year,Credit Card,67.85,4769.69,,,
6288-CHQJB,2021-02-25,Female,21,Yes,0,4,Stayed,5077,3,54,Offer B,Yes,No,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two Year,Bank Withdrawal,69.95,5393.03,,,
8548-AWOFC,2020-02-14,Male,21,Yes,0,3,Stayed,5956,4,66,No Offer,Yes,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-Month,Bank Withdrawal,63.85,4770.82,,,
2266-SJNAT,2019-08-15,Female,21,Yes,0,4,Stayed,4807,2,72,Offer A,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,One Year,Credit Card,109.15,8642.8,,,
9621-OUPYD,2023-07-22,Female,21,Yes,0,3,Stayed,4129,2,25,No Offer,Yes,No,No,,No,No,No,No,No,No,One Year,Bank Withdrawal,20.2,770.15,,,
8237-ULIXL,2019-08-23,Female,21,Yes,0,3,Stayed,4067,1,72,Offer A,Yes,Yes,No,,No,No,No,No,No,No,Two Year,Credit Card,24.85,2827.29,,,
8766-PAFNE,2019-09-18,Male,21,Yes,0,5,Stayed,5872,6,71,Offer A,Yes,No,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two Year,Credit Card,79.1,7554.27,,,
5472-CVMDX,2019-12-02,Female,21,No,0,3,Stayed,5278,0,68,No Offer,No,No,Yes,DSL,Yes,No,Yes,Yes,No,No,Two Year,Credit Card,38.9,2719.2,,,
7274-CGTOD,2020-06-14,Male,21,No,0,4,Stayed,5254,0,62,No Offer,No,No,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two Year,Bank Withdrawal,43.7,2618.3,,,
8929-KSWIH,2023-07-05,Male,21,No,0,4,Stayed,3847,0,25,Offer C,Yes,No,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Two Year,Bank Withdrawal,99.3,2637.0,,,
6505-OZNPG,2025-02-25,Female,21,No,0,4,Stayed,3909,0,6,No Offer,No,No,Yes,Cable,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Mailed Check,63.4,358.8,,,
5680-LQOGP,2019-12-26,Female,21,No,0,3,Stayed,5308,0,68,Offer A,Yes,No,Yes,Cable,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Credit Card,82.45,6747.08,,,
5501-TVMGM,2025-07-21,Male,21,No,0,5,Joined,3255,0,1,No Offer,Yes,No,Yes,DSL,No,No,No,No,No,Yes,Month-to-Month,Bank Withdrawal,55.25,154.44,,,
7234-KMNRQ,2025-04-16,Male,21,No,0,5,Stayed,4345,0,4,No Offer,Yes,No,No,,No,No,No,No,No,No,Month-to-Month,Credit Card,19.0,106.97,,,
1877-HKBQX,2024-09-10,Female,21,No,0,4,Stayed,2573,0,11,Offer D,Yes,No,Yes,DSL,Yes,No,No,Yes,No,No,One Year,Mailed Check,54.6,630.61,,,
